Date,Ticker,Open,High,Low,Close,Adj_Close,Volume,Market_Cap,Daily_Return,Sector,Country,Source,Volatility_7D,Volatility_30D
2020-01-17,AAPL,157.72,160.47,155.22,157.61,157.61,2032349,1576146030.0,-0.00237,Technology,USA,Synthetic Stock Generator v1.0,0.02686573184596034,
2020-01-20,AAPL,155.2,158.53,153.13,155.74,155.74,2190424,1557415398.0,-0.01188,Technology,USA,Synthetic Stock Generator v1.0,0.027273459539231455,
2020-01-21,AAPL,153.63,156.16,151.05,153.42,153.42,2761939,1534227555.0,-0.01489,Technology,USA,Synthetic Stock Generator v1.0,0.020848130554537683,
2020-01-22,AAPL,156.78,159.79,154.66,155.27,155.27,4411893,1552691861.0,0.01203,Technology,USA,Synthetic Stock Generator v1.0,0.019062231293968758,
2020-01-23,AAPL,156.83,157.71,152.98,155.74,155.74,2429862,1557397322.0,0.00303,Technology,USA,Synthetic Stock Generator v1.0,0.016943896639596612,
2020-01-24,AAPL,150.48,154.21,147.62,151.76,151.76,4523947,1517637312.0,-0.02553,Technology,USA,Synthetic Stock Generator v1.0,0.019649496176747126,
2020-01-27,AAPL,158.19,161.01,157.63,158.54,158.54,2558556,1585397616.0,0.04465,Technology,USA,Synthetic Stock Generator v1.0,0.022964246848815515,
2020-01-28,AAPL,160.73,163.6,159.85,160.28,160.28,1684425,1602765408.0,0.01095,Technology,USA,Synthetic Stock Generator v1.0,0.023216009357255835,
2020-01-29,AAPL,160.43,164.68,158.91,161.85,161.85,4463590,1618493177.0,0.00981,Technology,USA,Synthetic Stock Generator v1.0,0.02239052137890156,
2020-01-30,AAPL,165.58,167.18,163.7,164.28,164.28,3160201,1642767830.0,0.015,Technology,USA,Synthetic Stock Generator v1.0,0.02058172039178733,
2020-01-31,AAPL,170.71,172.91,167.31,169.27,169.27,2781169,1692735128.0,0.03042,Technology,USA,Synthetic Stock Generator v1.0,0.02200947101330957,
2020-02-03,AAPL,172.61,175.43,168.88,171.89,171.89,2646835,1718856759.0,0.01543,Technology,USA,Synthetic Stock Generator v1.0,0.021604392300332512,
2020-02-04,AAPL,167.71,169.82,164.57,168.19,168.19,3810030,1681867469.0,-0.02152,Technology,USA,Synthetic Stock Generator v1.0,0.020388408237922612,
2020-02-05,AAPL,161.89,164.39,159.31,163.53,163.53,3360075,1635269608.0,-0.02771,Technology,USA,Synthetic Stock Generator v1.0,0.021157243721826383,
2020-02-06,AAPL,160.71,163.79,158.09,161.16,161.16,3953020,1611635014.0,-0.01445,Technology,USA,Synthetic Stock Generator v1.0,0.02205105569225331,
2020-02-07,AAPL,159.45,160.48,155.31,158.07,158.07,4081124,1580695889.0,-0.0192,Technology,USA,Synthetic Stock Generator v1.0,0.022830997725523456,
2020-02-10,AAPL,156.05,156.74,155.35,155.78,155.78,2433048,1557821048.0,-0.01447,Technology,USA,Synthetic Stock Generator v1.0,0.021611518313379183,
2020-02-11,AAPL,155.98,157.35,155.75,156.61,156.61,3474040,1566088942.0,0.00531,Technology,USA,Synthetic Stock Generator v1.0,0.015522119547216972,0.0212155758791756
2020-02-12,AAPL,149.88,152.25,148.71,150.88,150.88,2327608,1508750121.0,-0.03661,Technology,USA,Synthetic Stock Generator v1.0,0.013050305780033697,0.022021122994321487
2020-02-13,AAPL,145.63,147.82,143.15,145.58,145.58,1612516,1455809443.0,-0.03509,Technology,USA,Synthetic Stock Generator v1.0,0.014519869965310427,0.02279999121798581
2020-02-14,AAPL,136.72,138.36,135.83,137.65,137.65,2152562,1376461298.0,-0.0545,Technology,USA,Synthetic Stock Generator v1.0,0.019477525387946365,0.023796672975704897
2020-02-17,AAPL,137.68,140.14,134.82,137.07,137.07,4781678,1370703353.0,-0.00418,Technology,USA,Synthetic Stock Generator v1.0,0.020679176091167747,0.02368413820046764
2020-02-18,AAPL,135.88,137.81,135.16,135.23,135.23,1995504,1352309030.0,-0.01342,Technology,USA,Synthetic Stock Generator v1.0,0.020954718982106334,0.023650439776232393
2020-02-19,AAPL,131.02,131.9,128.85,130.5,130.5,1250258,1305001634.0,-0.03498,Technology,USA,Synthetic Stock Generator v1.0,0.02118325236955791,0.02426849006901511
2020-02-20,AAPL,138.08,138.72,136.02,136.73,136.73,4092479,1367292005.0,0.04773,Technology,USA,Synthetic Stock Generator v1.0,0.03363462770646319,0.026168642373615044
2020-02-21,AAPL,138.08,140.66,136.43,136.89,136.89,3171388,1368932566.0,0.0012,Technology,USA,Synthetic Stock Generator v1.0,0.033317571440107496,0.024830396206003767
2020-02-24,AAPL,135.28,136.82,132.82,136.02,136.02,1579796,1360181208.0,-0.00639,Technology,USA,Synthetic Stock Generator v1.0,0.03192904999108701,0.024325399452131243
2020-02-25,AAPL,135.38,137.39,131.6,134.11,134.11,4767791,1341137793.0,-0.014,Technology,USA,Synthetic Stock Generator v1.0,0.02534769539632276,0.024176942204667155
2020-02-26,AAPL,135.97,138.59,134.91,136.97,136.97,3093520,1369693464.0,0.02129,Technology,USA,Synthetic Stock Generator v1.0,0.0269972028533469,0.024608488772274745
2020-02-27,AAPL,135.46,136.82,133.09,136.38,136.38,1580462,1363756444.0,-0.00433,Technology,USA,Synthetic Stock Generator v1.0,0.026445630839066606,0.023583177037782718
2020-02-28,AAPL,136.09,138.57,136.03,136.14,136.14,4341370,1361358815.0,-0.00176,Technology,USA,Synthetic Stock Generator v1.0,0.021284670092636654,0.023585448816210147
2020-03-02,AAPL,132.9,133.29,129.47,131.68,131.68,1186842,1316823437.0,-0.03271,Technology,USA,Synthetic Stock Generator v1.0,0.0162834985125901,0.02410791535250773
2020-03-03,AAPL,131.88,134.12,129.82,131.78,131.78,2860262,1317838406.0,0.00077,Technology,USA,Synthetic Stock Generator v1.0,0.016255930053514688,0.024062521535443412
2020-03-04,AAPL,133.01,135.33,131.96,132.74,132.74,2752977,1327389417.0,0.00725,Technology,USA,Synthetic Stock Generator v1.0,0.016908500679779254,0.02396303237436181
2020-03-05,AAPL,130.86,132.34,127.91,130.35,130.35,2473164,1303453321.0,-0.01803,Technology,USA,Synthetic Stock Generator v1.0,0.017392997085581535,0.024030074932558317
2020-03-06,AAPL,131.94,132.56,130.13,131.13,131.13,4743465,1311293525.0,0.00601,Technology,USA,Synthetic Stock Generator v1.0,0.014401710381227712,0.023818689081060475
2020-03-09,AAPL,132.77,133.58,130.13,132.17,132.17,2602918,1321675097.0,0.00792,Technology,USA,Synthetic Stock Generator v1.0,0.015366606497144886,0.02208130551696011
2020-03-10,AAPL,134.42,137.29,132.41,135.34,135.34,2993999,1353376985.0,0.02399,Technology,USA,Synthetic Stock Generator v1.0,0.018793862346648232,0.022546027343315206
2020-03-11,AAPL,130.63,132.2,129.62,129.9,129.9,3432109,1299044516.0,-0.04015,Technology,USA,Synthetic Stock Generator v1.0,0.0209889768121042,0.023220824027276613
2020-03-12,AAPL,132.32,132.75,130.98,131.48,131.48,4837984,1314828122.0,0.01215,Technology,USA,Synthetic Stock Generator v1.0,0.021646975704306997,0.023133213126157584
2020-03-13,AAPL,129.57,131.01,128.35,129.65,129.65,1740386,1296521092.0,-0.01392,Technology,USA,Synthetic Stock Generator v1.0,0.021922314897751802,0.022041812724023387
2020-03-16,AAPL,125.48,127.66,123.85,125.3,125.3,4558624,1253024790.0,-0.03355,Technology,USA,Synthetic Stock Generator v1.0,0.02433088425379211,0.022013545320693044
2020-03-17,AAPL,127.2,129.22,126.72,127.29,127.29,3933576,1272888779.0,0.01585,Technology,USA,Synthetic Stock Generator v1.0,0.025360043657015153,0.022407327916728847
2020-03-18,AAPL,128.11,129.96,126.94,128.3,128.3,4560638,1282961887.0,0.00791,Technology,USA,Synthetic Stock Generator v1.0,0.025359263264798003,0.022325264550311138
2020-03-19,AAPL,134.88,135.31,133.16,133.69,133.69,1976693,1336858073.0,0.04201,Technology,USA,Synthetic Stock Generator v1.0,0.029280833240160627,0.0240588478240478
2020-03-20,AAPL,133.0,135.04,131.74,134.09,134.09,1140625,1340942380.0,0.00306,Technology,USA,Synthetic Stock Generator v1.0,0.02378573992562611,0.023978601725072605
2020-03-23,AAPL,137.78,141.72,137.36,138.99,138.99,2706288,1389883812.0,0.0365,Technology,USA,Synthetic Stock Generator v1.0,0.026650074957457352,0.025078746785771162
2020-03-24,AAPL,141.57,144.57,140.28,142.5,142.5,3842824,1425002461.0,0.02527,Technology,USA,Synthetic Stock Generator v1.0,0.025294567175016634,0.025579989685276465
2020-03-25,AAPL,145.39,146.21,143.29,145.18,145.18,2147611,1451757080.0,0.01878,Technology,USA,Synthetic Stock Generator v1.0,0.014281318799980168,0.025050758118245652
2020-03-26,AAPL,146.1,149.25,146.01,146.6,146.6,1012133,1466021117.0,0.00983,Technology,USA,Synthetic Stock Generator v1.0,0.014837448118415343,0.024271835672164385
2020-03-27,AAPL,145.73,149.29,144.21,147.04,147.04,2600001,1470420343.0,0.003,Technology,USA,Synthetic Stock Generator v1.0,0.015625836968059706,0.02193507651249923
2020-03-30,AAPL,146.1,146.62,144.97,146.53,146.53,2149679,1465342955.0,-0.00345,Technology,USA,Synthetic Stock Generator v1.0,0.014230838411870266,0.021927887039110718
2020-03-31,AAPL,143.2,146.08,140.99,144.47,144.47,2700738,1444739210.0,-0.01406,Technology,USA,Synthetic Stock Generator v1.0,0.017399252310153483,0.021944175487269776
2020-04-01,AAPL,141.42,143.24,139.68,142.78,142.78,3558459,1427826705.0,-0.01171,Technology,USA,Synthetic Stock Generator v1.0,0.01491254441577229,0.02096531630613027
2020-04-02,AAPL,141.7,143.37,140.01,140.36,140.36,3069744,1403609365.0,-0.01696,Technology,USA,Synthetic Stock Generator v1.0,0.013306281008821157,0.019504893700706547
2020-04-03,AAPL,141.4,144.01,138.09,140.87,140.87,1733271,1408703598.0,0.00363,Technology,USA,Synthetic Stock Generator v1.0,0.010222320116853555,0.019510544275622717
2020-04-06,AAPL,140.34,143.01,139.62,141.75,141.75,2569815,1417481288.0,0.00623,Technology,USA,Synthetic Stock Generator v1.0,0.009458139351902166,0.01947861531815451
2020-04-07,AAPL,145.34,148.04,143.07,144.28,144.28,4059578,1442789504.0,0.01785,Technology,USA,Synthetic Stock Generator v1.0,0.01262424707797319,0.01946922517334921
2020-04-08,AAPL,147.24,150.68,147.19,148.01,148.01,3655907,1480086129.0,0.02585,Technology,USA,Synthetic Stock Generator v1.0,0.016555606013558998,0.01963706974476893
2020-04-09,AAPL,155.69,155.96,151.64,154.32,154.32,4167933,1543221867.0,0.04266,Technology,USA,Synthetic Stock Generator v1.0,0.020942853196257678,0.02088524771110036
2020-04-10,AAPL,155.17,157.22,152.49,153.67,153.67,3353951,1536706710.0,-0.00422,Technology,USA,Synthetic Stock Generator v1.0,0.01983150523787845,0.020914834486775054
2020-04-13,AAPL,153.56,155.24,150.82,153.03,153.03,3930340,1530342229.0,-0.00414,Technology,USA,Synthetic Stock Generator v1.0,0.01727662141794651,0.01979387389555423
2020-04-14,AAPL,150.4,153.28,147.53,149.81,149.81,3905740,1498108955.0,-0.02106,Technology,USA,Synthetic Stock Generator v1.0,0.021424055682917796,0.020356041098293205
2020-04-15,AAPL,153.46,154.89,152.29,153.37,153.37,2669697,1533709553.0,0.02376,Technology,USA,Synthetic Stock Generator v1.0,0.022058158300706975,0.02065440864408326
2020-04-16,AAPL,154.32,155.46,152.69,155.05,155.05,4230244,1550503368.0,0.01095,Technology,USA,Synthetic Stock Generator v1.0,0.02188205864346842,0.020211475825814184
2020-04-17,AAPL,161.37,162.89,158.52,160.85,160.85,4623225,1608472509.0,0.03739,Technology,USA,Synthetic Stock Generator v1.0,0.023595136807240204,0.021008322108538126
2020-04-20,AAPL,163.14,163.83,162.19,163.17,163.17,4444461,1631652657.0,0.01441,Technology,USA,Synthetic Stock Generator v1.0,0.0195915039895213,0.021051008068253052
2020-04-21,AAPL,164.14,164.41,161.05,162.65,162.65,4310060,1626539410.0,-0.00313,Technology,USA,Synthetic Stock Generator v1.0,0.019480766094254306,0.020889573772908652
2020-04-22,AAPL,160.02,162.69,157.77,161.36,161.36,2595799,1613616207.0,-0.00795,Technology,USA,Synthetic Stock Generator v1.0,0.01993457525196338,0.01917435243402936
2020-04-23,AAPL,165.73,167.78,164.66,164.71,164.71,4224837,1647073585.0,0.02073,Technology,USA,Synthetic Stock Generator v1.0,0.015662422880135467,0.019310665970646505
2020-04-24,AAPL,163.49,165.89,162.92,164.57,164.57,2897881,1645698035.0,-0.00084,Technology,USA,Synthetic Stock Generator v1.0,0.015797958427473814,0.018949573434073212
2020-04-27,AAPL,164.77,166.08,161.24,164.14,164.14,2060774,1641384203.0,-0.00262,Technology,USA,Synthetic Stock Generator v1.0,0.01651038446669537,0.017378654700390423
2020-04-28,AAPL,168.49,172.53,167.5,169.42,169.42,3419705,1694186375.0,0.03217,Technology,USA,Synthetic Stock Generator v1.0,0.015028023188443028,0.017843711552085313
2020-04-29,AAPL,165.55,168.36,165.41,166.84,166.84,4010026,1668380732.0,-0.01523,Technology,USA,Synthetic Stock Generator v1.0,0.016836151437846347,0.0184159850261331
2020-04-30,AAPL,168.28,171.16,165.39,168.63,168.63,2414731,1686284462.0,0.01073,Technology,USA,Synthetic Stock Generator v1.0,0.016768195944647582,0.017333776810197685
2020-05-01,AAPL,174.81,175.57,170.22,173.57,173.57,1094134,1735741179.0,0.02933,Technology,USA,Synthetic Stock Generator v1.0,0.017755477089243958,0.017738908336352527
2020-05-04,AAPL,170.84,172.28,168.35,170.76,170.76,4159263,1707555945.0,-0.01624,Technology,USA,Synthetic Stock Generator v1.0,0.01964177302636012,0.01750993518962385
2020-05-05,AAPL,172.86,175.61,170.07,172.41,172.41,1380799,1724114867.0,0.0097,Technology,USA,Synthetic Stock Generator v1.0,0.01949351760384536,0.017178324182647677
2020-05-06,AAPL,168.22,168.87,166.68,167.58,167.58,2276967,1675781017.0,-0.02803,Technology,USA,Synthetic Stock Generator v1.0,0.02350134737778728,0.018125472823004404
2020-05-07,AAPL,165.86,169.13,164.16,165.8,165.8,4522116,1657959765.0,-0.01063,Technology,USA,Synthetic Stock Generator v1.0,0.02001900513678607,0.01831950871448877
2020-05-08,AAPL,166.12,166.6,165.73,166.48,166.48,4001599,1664752091.0,0.0041,Technology,USA,Synthetic Stock Generator v1.0,0.0193586444330618,0.018317978531248048
2020-05-11,AAPL,158.88,160.89,157.3,159.42,159.42,3095190,1594184452.0,-0.04239,Technology,USA,Synthetic Stock Generator v1.0,0.024191709126810176,0.02017237987658019
2020-05-12,AAPL,157.2,157.61,154.54,157.18,157.18,4549313,1571799266.0,-0.01404,Technology,USA,Synthetic Stock Generator v1.0,0.0178347859666493,0.02017179663070062
2020-05-13,AAPL,159.35,161.62,155.71,158.22,158.22,4387628,1582249157.0,0.00665,Technology,USA,Synthetic Stock Generator v1.0,0.019373342263951022,0.01998747442257534
2020-05-14,AAPL,157.18,159.3,154.07,157.08,157.08,3923650,1570776624.0,-0.00725,Technology,USA,Synthetic Stock Generator v1.0,0.017358555870370156,0.019719510500208065
2020-05-15,AAPL,153.6,154.98,153.35,154.63,154.63,4425380,1546318938.0,-0.01557,Technology,USA,Synthetic Stock Generator v1.0,0.016168603173169566,0.02003908881597945
2020-05-18,AAPL,156.5,159.32,155.99,157.61,157.61,1415963,1576131634.0,0.01928,Technology,USA,Synthetic Stock Generator v1.0,0.01989842994524228,0.020245338490000916
2020-05-19,AAPL,159.25,159.47,156.42,159.07,159.07,4133576,1590720922.0,0.00926,Technology,USA,Synthetic Stock Generator v1.0,0.020466978980089586,0.020099123618453743
2020-05-20,AAPL,162.99,164.84,159.8,162.78,162.78,1017913,1627819448.0,0.02332,Technology,USA,Synthetic Stock Generator v1.0,0.015655986836016576,0.020007010667815146
2020-05-21,AAPL,162.02,164.57,158.82,163.42,163.42,3092807,1634215208.0,0.00393,Technology,USA,Synthetic Stock Generator v1.0,0.013733741903307605,0.01858321718741087
2020-05-22,AAPL,157.64,159.91,157.45,158.44,158.44,2775734,1584385410.0,-0.03049,Technology,USA,Synthetic Stock Generator v1.0,0.019323915111542373,0.01948722080525193
2020-05-25,AAPL,154.83,156.99,153.15,155.43,155.43,1451120,1554313031.0,-0.01898,Technology,USA,Synthetic Stock Generator v1.0,0.02056216381980217,0.01981315859052598
2020-05-26,AAPL,152.21,153.97,150.95,152.25,152.25,4901152,1522477261.0,-0.02048,Technology,USA,Synthetic Stock Generator v1.0,0.0212029893444971,0.019791455732209293
2020-05-27,AAPL,150.13,151.67,147.71,150.91,150.91,2064268,1509084504.0,-0.0088,Technology,USA,Synthetic Stock Generator v1.0,0.019047648898786143,0.019373213988130238
2020-05-28,AAPL,150.47,152.64,149.3,149.5,149.5,1635572,1495033120.0,-0.00931,Technology,USA,Synthetic Stock Generator v1.0,0.017815859708216652,0.019318504070973765
2020-05-29,AAPL,151.82,153.16,150.12,152.57,152.57,3071197,1525703596.0,0.02051,Technology,USA,Synthetic Stock Generator v1.0,0.016986843368296773,0.01838404550678121
2020-06-01,AAPL,158.41,161.32,157.41,159.2,159.2,2166765,1592026364.0,0.04347,Technology,USA,Synthetic Stock Generator v1.0,0.026143491223119646,0.019954936185338192
2020-06-02,AAPL,162.63,167.03,159.75,163.84,163.84,3632795,1638431044.0,0.02915,Technology,USA,Synthetic Stock Generator v1.0,0.025570704592039185,0.020672682947065316
2020-06-03,AAPL,162.7,166.42,161.41,163.49,163.49,2284514,1634880454.0,-0.00217,Technology,USA,Synthetic Stock Generator v1.0,0.02365190790653152,0.02061856652430623
2020-06-04,AAPL,164.99,167.78,162.67,163.59,163.59,4358966,1635886692.0,0.00062,Technology,USA,Synthetic Stock Generator v1.0,0.020648296021014156,0.020266862384679583
2020-06-05,AAPL,160.97,164.11,158.39,161.49,161.49,4995577,1614861596.0,-0.01285,Technology,USA,Synthetic Stock Generator v1.0,0.021324740494150396,0.020401617537855167
2020-06-08,AAPL,159.26,159.69,157.88,158.53,158.53,3807104,1585289639.0,-0.01831,Technology,USA,Synthetic Stock Generator v1.0,0.02289098980572301,0.020659212036135913
2020-06-09,AAPL,163.04,163.13,158.75,161.56,161.56,4897395,1615594347.0,0.01912,Technology,USA,Synthetic Stock Generator v1.0,0.022776516205868513,0.020066646255765385
2020-06-10,AAPL,161.1,163.29,159.27,161.79,161.79,2930669,1617899563.0,0.00143,Technology,USA,Synthetic Stock Generator v1.0,0.016741050060938758,0.019900166648640864
2020-06-11,AAPL,166.67,167.93,163.05,166.2,166.2,3246895,1661962645.0,0.02723,Technology,USA,Synthetic Stock Generator v1.0,0.016238434565648798,0.02045110345784985
2020-06-12,AAPL,168.49,169.62,166.75,167.21,167.21,4106170,1672109269.0,0.00611,Technology,USA,Synthetic Stock Generator v1.0,0.01617249914427047,0.019718035807147576
2020-06-15,AAPL,171.61,172.36,168.25,172.3,172.3,3226880,1722995917.0,0.03043,Technology,USA,Synthetic Stock Generator v1.0,0.019013484563280232,0.0203108398921964
2020-06-16,AAPL,169.68,172.43,168.48,170.03,170.03,4681055,1700281605.0,-0.01318,Technology,USA,Synthetic Stock Generator v1.0,0.01907293956917822,0.02038292400318316
2020-06-17,AAPL,172.48,174.67,167.85,171.25,171.25,2543773,1712533869.0,0.00721,Technology,USA,Synthetic Stock Generator v1.0,0.01539017729406837,0.01973255784725848
2020-06-18,AAPL,168.88,170.02,165.58,167.47,167.47,2086294,1674736353.0,-0.02207,Technology,USA,Synthetic Stock Generator v1.0,0.01924556089818415,0.020070944061434712
2020-06-19,AAPL,166.91,168.13,164.33,167.11,167.11,4327653,1671094568.0,-0.00217,Technology,USA,Synthetic Stock Generator v1.0,0.019413843735114098,0.020065142428840495
2020-06-22,AAPL,164.79,168.06,164.18,164.57,164.57,4093609,1645692619.0,-0.0152,Technology,USA,Synthetic Stock Generator v1.0,0.017797976209188996,0.018632251068645928
2020-06-23,AAPL,163.55,164.93,162.96,163.88,163.88,4776818,1638750994.0,-0.00422,Technology,USA,Synthetic Stock Generator v1.0,0.017510286228657832,0.01844003378771183
2020-06-24,AAPL,158.61,159.49,156.45,159.33,159.33,4940776,1593293434.0,-0.02774,Technology,USA,Synthetic Stock Generator v1.0,0.012115325988578441,0.019167026271489113
2020-06-25,AAPL,156.57,158.12,155.71,156.58,156.58,3741255,1565800798.0,-0.01726,Technology,USA,Synthetic Stock Generator v1.0,0.012330940565832586,0.019390783392496353
2020-06-26,AAPL,156.06,158.8,155.07,156.98,156.98,1917291,1569848929.0,0.00259,Technology,USA,Synthetic Stock Generator v1.0,0.011228485883595155,0.019167693788570746
2020-06-29,AAPL,157.32,158.94,155.62,158.39,158.39,4755515,1583898952.0,0.00895,Technology,USA,Synthetic Stock Generator v1.0,0.012746595437139114,0.01891315056694193
2020-06-30,AAPL,158.69,159.54,155.35,157.83,157.83,1465432,1578332438.0,-0.00351,Technology,USA,Synthetic Stock Generator v1.0,0.012656569910712867,0.018848987780377687
2020-07-01,AAPL,154.42,155.26,152.62,153.44,153.44,3833272,1534400276.0,-0.02783,Technology,USA,Synthetic Stock Generator v1.0,0.014596380829963767,0.01897150033148633
2020-07-02,AAPL,160.13,161.73,160.05,160.56,160.56,4286584,1605610856.0,0.04641,Technology,USA,Synthetic Stock Generator v1.0,0.025969949758830706,0.020900690204739236
2020-07-03,AAPL,163.27,163.87,162.95,163.28,163.28,1629851,1632848431.0,0.01696,Technology,USA,Synthetic Stock Generator v1.0,0.024201201367267867,0.020331011047901304
2020-07-06,AAPL,165.25,169.1,164.06,166.18,166.18,3104988,1661844511.0,0.01776,Technology,USA,Synthetic Stock Generator v1.0,0.02270553708428221,0.02017927224061659
2020-07-07,AAPL,167.73,169.24,164.7,166.47,166.47,3683890,1664717218.0,0.00173,Technology,USA,Synthetic Stock Generator v1.0,0.022746784702144494,0.019711838685617735
2020-07-08,AAPL,166.12,169.2,163.63,166.11,166.11,4087293,1661125478.0,-0.00216,Technology,USA,Synthetic Stock Generator v1.0,0.02310619067737147,0.019609829519735843
2020-07-09,AAPL,166.8,169.86,162.9,165.16,165.16,2040578,1651641042.0,-0.00571,Technology,USA,Synthetic Stock Generator v1.0,0.023288033918936232,0.019540325236413733
2020-07-10,AAPL,165.63,167.38,165.59,166.29,166.29,1225137,1662882036.0,0.00681,Technology,USA,Synthetic Stock Generator v1.0,0.017737411364253875,0.019287783042969027
2020-07-13,AAPL,165.12,167.27,161.84,164.0,164.0,3201931,1639961621.0,-0.01378,Technology,USA,Synthetic Stock Generator v1.0,0.01163953852791672,0.017935844240533797
2020-07-14,AAPL,166.59,167.7,163.34,167.16,167.16,2098207,1671616999.0,0.0193,Technology,USA,Synthetic Stock Generator v1.0,0.012127733270719424,0.017490125950007516
2020-07-15,AAPL,171.82,172.84,170.38,170.81,170.81,4103934,1708135706.0,0.02185,Technology,USA,Synthetic Stock Generator v1.0,0.01300076517894604,0.0178938243889999
2020-07-16,AAPL,166.83,170.09,165.2,166.63,166.63,1254680,1666290256.0,-0.0245,Technology,USA,Synthetic Stock Generator v1.0,0.016947117187072896,0.01851892433757127
2020-07-17,AAPL,167.68,169.29,166.23,167.78,167.78,3136313,1677833885.0,0.00693,Technology,USA,Synthetic Stock Generator v1.0,0.017078656967382547,0.018368423229935194
2020-07-20,AAPL,165.33,166.04,163.64,165.33,165.33,2808926,1653253076.0,-0.01465,Technology,USA,Synthetic Stock Generator v1.0,0.018020939672133283,0.01824446458014298
2020-07-21,AAPL,167.36,169.74,163.64,166.53,166.53,1481369,1665251115.0,0.00726,Technology,USA,Synthetic Stock Generator v1.0,0.01804889734133628,0.017977412571296807
2020-07-22,AAPL,168.71,171.63,167.06,168.83,168.83,2535086,1688315541.0,0.01385,Technology,USA,Synthetic Stock Generator v1.0,0.01745673454436372,0.018126096447216453
2020-07-23,AAPL,161.31,164.8,160.05,162.47,162.47,4661295,1624689067.0,-0.03769,Technology,USA,Synthetic Stock Generator v1.0,0.02199101558970543,0.01882022877210802
2020-07-24,AAPL,156.52,158.69,154.81,156.56,156.56,4064824,1565582670.0,-0.03638,Technology,USA,Synthetic Stock Generator v1.0,0.021660059578689567,0.019868701167714862
2020-07-27,AAPL,157.39,158.15,156.57,157.81,157.81,1437866,1578070823.0,0.00798,Technology,USA,Synthetic Stock Generator v1.0,0.02205350571418782,0.019009320533002663
2020-07-28,AAPL,162.06,163.06,159.42,162.65,162.65,3373506,1626509196.0,0.03069,Technology,USA,Synthetic Stock Generator v1.0,0.02610588494135813,0.019848089369236408
2020-07-29,AAPL,164.84,165.02,161.58,163.25,163.25,3901843,1632510173.0,0.00369,Technology,USA,Synthetic Stock Generator v1.0,0.025793060343913488,0.01980649153135429
2020-07-30,AAPL,160.99,161.53,157.94,160.72,160.72,1260837,1607182501.0,-0.01551,Technology,USA,Synthetic Stock Generator v1.0,0.025937476563385867,0.01960565800635288
2020-07-31,AAPL,159.62,160.52,158.22,159.07,159.07,4091233,1590659227.0,-0.01028,Technology,USA,Synthetic Stock Generator v1.0,0.02462089279260122,0.01967549617887837
2020-08-03,AAPL,161.06,163.47,160.68,162.46,162.46,3702286,1624591792.0,0.02133,Technology,USA,Synthetic Stock Generator v1.0,0.022889423841799175,0.019924342706820985
2020-08-04,AAPL,161.41,165.34,161.0,162.85,162.85,2857723,1628472484.0,0.00239,Technology,USA,Synthetic Stock Generator v1.0,0.016300277970168565,0.019915331805409123
2020-08-05,AAPL,163.3,164.68,161.41,163.45,163.45,1271193,1634532108.0,0.00372,Technology,USA,Synthetic Stock Generator v1.0,0.01628290792445229,0.019221416886547067
2020-08-06,AAPL,166.92,170.68,164.36,168.57,168.57,1727380,1685724029.0,0.03132,Technology,USA,Synthetic Stock Generator v1.0,0.01644851940073,0.01966844697572184
2020-08-07,AAPL,171.7,174.99,167.13,170.19,170.19,3451637,1701857497.0,0.00957,Technology,USA,Synthetic Stock Generator v1.0,0.01650638029600043,0.019708947615028918
